CanaryCtrlB68-1.csv
Day Number,Date,Off-bout Count (DN),Mean Off Duration (DN),Off Dur StDev (DN),Mean Off Temp Drop (DN),Off Drop StDev (DN),Mean Off-Bout Temp (DN),Off-Bout Time Sum (DN),On-bout Count (DN),Mean On Duration (DN),On Dur StDev (DN),Mean On Temp Rise (DN),On Rise StDev (DN),Mean On-Bout Temp (DN),On-Bout Time Sum (DN),Time above 30 (minutes),Time below 26 (minutes),Vertices Dropped (DN),Mean Daytime Egg Temp,Day Egg Temp StDev,Median Daytime Egg Temp,Min Daytime Egg Temp,Max Daytime Egg Temp,Mean Nighttime Egg Temp,Night Egg Temp StDev,Median Nighttime Egg Temp,Min Nighttime Egg Temp,Max Nighttime Egg Temp,Mean Egg Temp (DN),Egg Temp StDev (DN),Median Egg Temp (DN),Min Egg Temp (DN),Max Egg Temp (DN),
1 (Full),09/22/2017,60,12.25,13.06,-1.239,1.352,28.253,735.0,67,9.33,7.11,1.048,1.347,28.511,625.0,30.5,113.0,13,27.843,1.873,28.394,22.561,31.459,29.003,0.473,29.04,26.965,30.167,28.375,1.528,28.891,22.561,31.459,
2 (Full),09/23/2017,79,8.42,8.36,-0.931,0.768,28.919,665.5,85,7.88,4.66,0.813,0.818,29.133,669.5,179.5,0.0,13,29.265,0.759,29.24,26.72,31.535,28.739,0.748,28.593,27.259,30.646,29.024,0.798,29.04,26.72,31.535,
3 (Full),09/24/2017,72,9.88,11.71,-0.915,0.861,28.603,711.0,81,7.91,4.82,0.764,0.761,28.746,641.0,16.0,3.5,17,28.674,0.622,28.667,26.475,30.419,28.673,0.659,28.617,25.647,30.394,28.673,0.639,28.642,25.647,30.419,
4 (Full),09/25/2017,79,8.63,9.11,-0.845,0.776,29.149,681.5,81,8.23,5.82,0.785,0.765,29.185,667.0,209.5,0.0,11,28.793,0.6,28.841,26.426,30.243,29.6,0.679,29.426,27.21,31.052,29.163,0.754,29.115,26.426,31.052,
5 (Full),09/26/2017,79,9.05,9.43,-0.918,0.926,28.646,715.0,84,7.46,4.5,0.782,0.86,28.637,626.5,204.5,4.5,10,28.362,0.747,28.345,25.404,30.824,28.977,1.125,28.617,26.598,30.95,28.644,0.988,28.444,25.404,30.95,
6 (Full),09/27/2017,77,9.52,11.24,-0.978,0.859,28.119,733.0,89,6.83,4.93,0.784,0.955,28.296,608.0,31.0,1.5,22,28.299,0.781,28.27,25.841,30.318,28.081,0.697,28.072,26.109,30.95,28.199,0.751,28.147,25.841,30.95,
7 (Full),09/28/2017,78,9.36,8.64,-0.996,0.909,28.018,730.0,87,6.74,3.8,0.814,0.83,28.115,586.5,0.0,14.0,17,27.965,0.737,28.097,25.21,29.54,28.183,0.357,28.171,27.063,29.09,28.065,0.604,28.147,25.21,29.54,
8 (Full),09/29/2017,78,9.73,10.66,-1.08,0.867,27.684,759.0,86,6.98,4.39,0.893,0.751,27.74,600.5,0.0,10.0,19,27.621,0.679,27.628,25.234,29.414,27.822,0.406,27.85,26.304,29.29,27.713,0.579,27.776,25.234,29.414,
9 (Full),09/30/2017,86,7.62,7.23,-1.289,1.121,28.138,655.5,101,6.33,3.86,1.054,1.105,28.333,639.5,84.5,17.5,20,28.062,0.903,28.097,24.798,30.444,28.407,1.111,27.998,26.867,30.293,28.22,1.018,28.048,24.798,30.444,
10 (Partial),10/01/2017,53,8.23,8.8,-1.035,1.284,26.781,436.0,54,7.17,4.8,0.95,1.13,27.0,387.0,0.0,98.5,10,26.492,1.427,26.842,20.984,28.369,27.347,0.62,27.518,25.89,28.468,26.895,1.2,27.063,20.984,28.468,
--,ALL DATA,741,9.21,9.88,-1.02,0.976,28.277,6821.5,815,7.42,4.92,0.866,0.939,28.438,6050.5,755.5,262.5,152,28.205,1.167,28.32,20.984,31.535,28.526,0.942,28.419,25.647,31.052,28.352,1.082,28.369,20.984,31.535,


Individual Bout Stats
Date,Bout Type,Start Time,End Time,Start Data Point,End Data Point,Duration (min),Egg Temp Change,Start Egg Temp,End Egg Temp,Mean Egg Temp,
,on,07:29,07:32,28420,28426,3.0,0.21999999999999886,26.622,26.842,26.695,
,off,07:32,07:34,28427,28431,2.0,-0.7569999999999979,26.842,26.085,26.515,
,on,07:35,07:37,28432,28437,2.5,0.5619999999999976,26.28,26.842,26.692,
,on,07:39,07:43,28440,28449,4.5,0.7360000000000007,26.769,27.505,27.122,
,on,07:46,07:49,28454,28460,3.0,0.3689999999999998,27.407,27.776,27.593,
,off,07:49,07:54,28461,28471,5.0,-0.39399999999999835,27.801,27.407,27.644,
,on,07:55,07:58,28472,28478,3.0,0.8140000000000001,27.431,28.245,27.868,
,off,07:58,08:01,28479,28484,2.5,-1.3049999999999997,28.27,26.965,27.703,
,on,08:01,08:04,28485,28491,3.0,1.2079999999999984,27.161,28.369,27.847,
,off,08:05,08:11,28492,28504,6.0,-0.7160000000000011,28.27,27.554,27.892,
,off,08:13,08:19,28508,28521,6.5,-0.5160000000000018,27.702,27.186,27.379,
,on,08:20,08:22,28522,28527,2.5,0.2950000000000017,27.136,27.431,27.345,
,off,08:23,08:29,28528,28541,6.5,-1.9549999999999983,27.456,25.501,26.828,
,on,08:30,08:40,28542,28563,10.5,1.881999999999998,25.623,27.505,27.013,
,off,08:41,08:43,28564,28568,2.0,0.0,27.505,27.505,27.5,
,on,08:43,08:47,28569,28577,4.0,0.0990000000000002,27.505,27.604,27.554,
,off,08:48,08:50,28578,28582,2.0,-0.1479999999999997,27.604,27.456,27.54,
,on,08:50,08:57,28583,28597,7.0,0.6660000000000004,27.53,28.196,27.949,
,off,08:58,09:02,28598,28607,4.5,-2.2570000000000014,28.196,25.939,27.122,
,on,09:03,09:12,28608,28627,9.5,2.6599999999999966,26.231,28.891,28.022,
,off,09:13,09:25,28628,28652,12.0,-1.0650000000000013,28.866,27.801,28.267,
,off,09:27,09:32,28657,28667,5.0,-2.399000000000001,27.924,25.525,26.867,
,on,09:33,09:43,28668,28689,10.5,2.353999999999999,25.793,28.147,27.586,
,on,09:45,09:54,28693,28710,8.5,0.8189999999999991,28.072,28.891,28.546,
,off,09:54,10:05,28711,28732,10.5,-0.7940000000000005,28.941,28.147,28.627,
,on,10:05,10:09,28733,28740,3.5,0.49599999999999866,28.295,28.791,28.586,
,off,10:09,10:24,28741,28771,15.0,-3.532,28.742,25.21,27.747,
,on,10:25,10:38,28772,28799,13.5,3.1610000000000014,25.307,28.468,27.358,
,on,10:41,10:45,28804,28812,4.0,0.0990000000000002,28.394,28.493,28.466,
,off,10:45,10:51,28813,28824,5.5,-2.5310000000000024,28.518,25.987,27.584,
,on,10:51,11:01,28825,28845,10.0,2.6590000000000025,26.182,28.841,28.236,
,off,11:02,11:06,28846,28854,4.0,-1.7290000000000028,28.841,27.112,28.08,
,on,11:06,11:10,28855,28863,4.0,0.8389999999999986,27.308,28.147,27.878,
,on,11:11,11:19,28865,28881,8.0,1.3930000000000007,28.122,29.515,28.971,
,off,11:20,11:25,28882,28892,5.0,-2.9179999999999993,29.54,26.622,28.349,
,on,11:25,11:31,28893,28904,5.5,1.7749999999999986,26.818,28.593,27.903,
,off,11:31,11:34,28905,28910,2.5,-1.5060000000000002,28.667,27.161,27.872,
,on,11:34,11:38,28911,28918,3.5,1.0360000000000014,27.333,28.369,27.971,
,off,11:38,11:40,28919,28923,2.0,-0.3460000000000001,28.295,27.949,28.058,
,on,11:41,11:46,28924,28934,5.0,0.2970000000000006,28.023,28.32,28.228,
,off,11:46,12:01,28935,28964,14.5,-2.503999999999998,28.345,25.841,27.764,
,on,12:01,12:09,28965,28981,8.0,2.5299999999999976,25.963,28.493,27.589,
,on,12:12,12:21,28986,29005,9.5,1.0199999999999996,28.32,29.34,29.03,
,off,12:22,12:33,29006,29028,11.0,-2.7669999999999995,29.34,26.573,28.267,
,on,12:33,12:42,29029,29046,8.5,2.0730000000000004,26.793,28.866,28.203,
,off,12:42,12:49,29047,29061,7.0,-1.0159999999999982,28.866,27.85,28.41,
,on,12:50,12:58,29062,29078,8.0,0.940999999999999,27.825,28.766,28.342,
,off,12:58,13:05,29079,29093,7.0,-1.014999999999997,28.766,27.751,28.195,
,on,13:06,13:18,29094,29119,12.5,1.0399999999999991,27.702,28.742,28.18,
,off,13:19,13:23,29120,29128,4.0,-2.1930000000000014,28.791,26.598,27.702,
,on,13:23,13:36,29129,29155,13.0,2.4719999999999978,26.818,29.29,28.521,
,off,13:37,13:55,29156,29193,18.5,-1.0700000000000003,29.315,28.245,28.462,
,on,13:56,13:59,29194,29200,3.0,0.14899999999999736,28.245,28.394,28.33,
,off,13:59,14:06,29201,29214,6.5,-0.5440000000000005,28.369,27.825,28.212,
,on,14:06,14:11,29215,29224,4.5,0.3460000000000001,27.924,28.27,28.144,
,off,14:11,14:16,29225,29235,5.0,-0.2469999999999999,28.27,28.023,28.124,
,on,14:17,14:19,29236,29240,2.0,0.17300000000000182,28.023,28.196,28.102,
,off,14:19,14:22,29241,29247,3.0,-1.623000000000001,28.245,26.622,27.468,
,on,14:23,14:32,29248,29266,9.0,2.3469999999999978,26.818,29.165,28.285,
,off,14:32,14:49,29267,29301,17.0,-1.2910000000000004,29.215,27.924,28.45,
,on,14:50,14:55,29302,29312,5.0,0.41999999999999815,27.949,28.369,28.185,
,off,14:55,15:00,29313,29323,5.0,-1.0120000000000005,28.345,27.333,27.999,
,on,15:01,15:10,29324,29342,9.0,1.0390000000000015,27.554,28.593,28.194,
,off,15:10,15:12,29343,29347,2.0,0.0,28.593,28.593,28.593,
,on,15:13,15:22,29348,29366,9.0,0.1980000000000004,28.593,28.791,28.711,
,on,15:24,15:28,29370,29378,4.0,0.09999999999999787,28.791,28.891,28.852,
,off,15:28,15:48,29379,29418,19.5,-2.490000000000002,28.916,26.426,28.283,
,on,15:48,16:00,29419,29443,12.0,1.5980000000000025,26.598,28.196,27.777,
,off,16:01,16:16,29444,29474,15.0,-2.062000000000001,28.196,26.134,27.82,
,on,16:16,16:20,29475,29483,4.0,1.9420000000000002,26.353,28.295,27.457,
,off,16:21,16:35,29484,29512,14.0,-0.7149999999999999,28.196,27.481,27.71,
,on,16:35,16:39,29513,29521,4.0,0.09799999999999898,27.481,27.579,27.532,
,on,16:41,16:43,29524,29529,2.5,0.0990000000000002,27.554,27.653,27.616,
,off,16:44,16:50,29530,29542,6.0,-0.22199999999999775,27.653,27.431,27.596,
,on,16:50,17:01,29543,29565,11.0,0.4930000000000021,27.456,27.949,27.725,
,off,17:02,17:17,29566,29596,15.0,-2.2540000000000013,27.949,25.695,27.292,
,on,17:17,17:27,29597,29616,9.5,1.565999999999999,25.841,27.407,26.872,
,off,17:27,17:30,29617,29623,3.0,-0.0730000000000004,27.431,27.358,27.379,
,on,17:31,17:35,29624,29633,4.5,0.0730000000000004,27.358,27.431,27.404,
,off,17:36,17:42,29634,29647,6.5,-0.833000000000002,27.431,26.598,27.149,
,on,17:43,17:50,29648,29663,7.5,1.625,26.769,28.394,27.74,
,off,17:51,17:54,29664,29671,3.5,-1.600999999999999,28.419,26.818,27.565,
,on,17:55,18:01,29672,29685,6.5,1.8030000000000008,27.038,28.841,28.162,
,off,18:02,18:08,29686,29699,6.5,-0.6199999999999974,28.816,28.196,28.416,
,on,18:09,18:11,29700,29704,2.0,0.04899999999999949,28.196,28.245,28.221,
,off,18:11,18:21,29705,29724,9.5,-2.1110000000000007,28.245,26.134,27.619,
,on,18:21,18:26,29725,29734,4.5,1.3490000000000002,26.353,27.702,27.238,
,off,18:26,18:30,29735,29742,3.5,-0.3200000000000003,27.702,27.382,27.52,
,on,18:30,18:34,29743,29750,3.5,0.19699999999999918,27.407,27.604,27.499,
,off,18:34,18:37,29751,29756,2.5,-1.0300000000000011,27.628,26.598,27.202,
,on,18:37,18:46,29757,29774,8.5,1.897000000000002,26.72,28.617,27.972,
,off,18:46,18:51,29775,29785,5.0,-2.4350000000000023,28.617,26.182,27.66,
,on,18:52,18:58,29786,29799,6.5,2.562999999999999,26.402,28.965,27.983,
,off,18:59,19:08,29800,29819,9.5,-0.9179999999999993,28.941,28.023,28.395,
,on,19:09,19:15,29820,29832,6.0,0.6189999999999998,27.998,28.617,28.404,
,off,19:15,19:22,29833,29846,6.5,-2.216000000000001,28.642,26.426,27.981,
,on,19:22,19:34,29847,29870,11.5,2.567,26.573,29.14,28.417,
,on,19:35,19:38,29872,29879,3.5,0.17499999999999716,29.19,29.365,29.274,
,off,19:39,19:45,29880,29893,6.5,-2.8649999999999984,29.389,26.524,28.414,
,on,19:46,19:58,29894,29919,12.5,2.094999999999999,26.622,28.717,28.26,
,off,19:59,20:03,29920,29929,4.5,-1.0399999999999991,28.717,27.677,28.313,
,on,20:04,20:07,29930,29937,3.5,0.8170000000000002,27.875,28.692,28.326,
,on,20:10,20:13,29942,29949,3.5,0.4969999999999999,28.543,29.04,28.807,
,off,20:14,20:18,29950,29958,4.0,-1.904,29.09,27.186,28.042,
,on,20:18,20:21,29959,29965,3.0,0.8880000000000017,27.407,28.295,27.925,
,off,20:22,20:24,29966,29970,2.0,-0.41999999999999815,28.369,27.949,28.122,
,on,20:24,20:26,29971,29975,2.0,0.27199999999999847,28.122,28.394,28.31,
,off,20:27,20:32,29976,29987,5.5,-0.17299999999999827,28.369,28.196,28.295,
,on,20:33,20:36,29988,29995,3.5,0.3719999999999999,28.196,28.568,28.407,
,off,20:37,21:03,29996,30049,26.5,-0.49599999999999866,28.593,28.097,28.146,
,on,21:04,21:08,30050,30058,4.0,0.04999999999999716,28.097,28.147,28.125,
,off,21:08,21:15,30059,30072,6.5,-0.02499999999999858,28.147,28.122,28.145,
,on,21:15,21:20,30073,30083,5.0,0.2469999999999999,28.147,28.394,28.255,
,off,21:21,22:02,30084,30167,41.5,-0.7409999999999997,28.345,27.604,27.784,
,on,22:03,22:26,30168,30214,23.0,1.0630000000000024,27.604,28.667,28.155,
,off,22:26,22:30,30215,30222,3.5,-0.07400000000000162,28.667,28.593,28.621,
,on,22:30,22:37,30223,30237,7.0,0.12399999999999878,28.593,28.717,28.655,
,off,22:38,22:42,30238,30246,4.0,0.02500000000000213,28.717,28.742,28.734,
,on,22:42,22:48,30247,30258,5.5,0.29799999999999827,28.742,29.04,28.905,
,off,22:48,23:06,30259,30294,17.5,-1.065999999999999,29.04,27.974,28.291,
,on,23:06,23:08,30295,30299,2.0,0.02499999999999858,27.998,28.023,28.013,
,off,23:09,23:33,30300,30349,24.5,-0.44399999999999906,28.048,27.604,27.868,
,on,23:34,23:37,30350,30356,3.0,0.12300000000000111,27.604,27.727,27.667,
,off,23:37,23:49,30357,30381,12.0,-0.07400000000000162,27.727,27.653,27.663,
,on,23:50,23:54,30382,30391,4.5,0.04900000000000304,27.653,27.702,27.68,
,off,23:55,00:26,30392,30454,31.0,-0.2710000000000008,27.702,27.431,27.711,
09/29/2017,on,00:26,00:34,30455,30471,8.0,0.1720000000000006,27.456,27.628,27.527,
,off,00:35,00:47,30472,30496,12.0,-0.5899999999999999,27.628,27.038,27.224,
,on,00:47,00:52,30497,30506,4.5,0.07399999999999807,27.038,27.112,27.065,
,on,00:54,01:02,30510,30527,8.5,1.2570000000000014,27.063,28.32,27.696,
,off,01:03,01:25,30528,30572,22.0,-0.8880000000000017,28.295,27.407,27.814,
,on,01:25,01:39,30573,30600,13.5,0.764999999999997,27.382,28.147,27.808,
,off,01:39,01:47,30601,30616,7.5,-0.19799999999999685,28.147,27.949,28.022,
,on,01:47,02:02,30617,30646,14.5,0.39599999999999724,27.949,28.345,28.13,
,on,02:04,02:06,30650,30655,2.5,0.04899999999999949,28.345,28.394,28.374,
,off,02:07,02:17,30656,30676,10.0,-0.2469999999999999,28.394,28.147,28.315,
,on,02:17,02:22,30677,30686,4.5,0.14800000000000324,28.147,28.295,28.226,
,off,02:22,02:53,30687,30748,30.5,-0.4450000000000003,28.295,27.85,27.984,
,on,02:53,03:03,30749,30769,10.0,0.3460000000000001,27.85,28.196,28.021,
,off,03:04,03:13,30770,30788,9.0,-0.27199999999999847,28.221,27.949,28.099,
,on,03:13,03:15,30789,30793,2.0,0.1479999999999997,27.974,28.122,28.063,
,off,03:16,03:42,30794,30847,26.5,-0.9110000000000014,28.097,27.186,27.465,
,on,03:43,03:47,30848,30857,4.5,0.07399999999999807,27.21,27.284,27.252,
,off,03:48,03:54,30858,30871,6.5,-0.04899999999999949,27.284,27.235,27.28,
,on,03:55,04:06,30872,30895,11.5,0.24599999999999866,27.259,27.505,27.378,
,off,04:07,04:14,30896,30911,7.5,-0.07399999999999807,27.505,27.431,27.487,
,on,04:15,04:19,30912,30921,4.5,0.22199999999999775,27.431,27.653,27.547,
,off,04:20,04:27,30922,30936,7.0,-0.29499999999999815,27.653,27.358,27.494,
,on,04:27,04:32,30937,30947,5.0,0.09799999999999898,27.358,27.456,27.4,
,off,04:33,04:43,30948,30968,10.0,-0.3440000000000012,27.456,27.112,27.3,
,on,04:43,04:47,30969,30976,3.5,0.1479999999999997,27.136,27.284,27.219,
,off,04:47,04:57,30977,30996,9.5,-0.19699999999999918,27.284,27.087,27.226,
,on,04:57,05:06,30997,31014,8.5,0.3440000000000012,27.087,27.431,27.276,
,on,05:07,05:13,31016,31028,6.0,0.1479999999999997,27.431,27.579,27.496,
,off,05:13,05:20,31029,31042,6.5,-0.19599999999999795,27.554,27.358,27.446,
,on,05:20,05:47,31043,31096,26.5,0.4920000000000009,27.358,27.85,27.634,
,off,05:47,05:54,31097,31111,7.0,-0.24600000000000222,27.85,27.604,27.728,
,on,05:55,06:07,31112,31136,12.0,0.4690000000000012,27.628,28.097,27.858,
,off,06:07,06:14,31137,31150,6.5,-0.3210000000000015,28.097,27.776,27.922,
,on,06:14,06:27,31151,31176,12.5,0.4940000000000033,27.801,28.295,28.111,
,off,06:27,06:38,31177,31199,11.0,-0.4200000000000017,28.295,27.875,28.125,
,on,06:39,06:42,31200,31207,3.5,0.22199999999999775,27.85,28.072,27.983,
,off,06:43,06:47,31208,31217,4.5,-0.9600000000000009,28.072,27.112,27.745,
,on,06:48,06:53,31218,31229,5.5,0.49299999999999855,27.308,27.801,27.69,
,off,06:54,06:59,31230,31240,5.0,-0.09899999999999665,27.801,27.702,27.751,
,on,06:59,07:05,31241,31253,6.0,0.642000000000003,27.653,28.295,28.029,
,off,07:06,07:16,31254,31275,10.5,-1.5740000000000016,28.245,26.671,27.643,
,on,07:17,07:24,31276,31290,7.0,0.8100000000000023,26.72,27.53,27.237,
,off,07:24,07:30,31291,31302,5.5,-1.0300000000000011,27.53,26.5,27.258,
,on,07:30,07:35,31303,31312,4.5,1.7240000000000002,26.769,28.493,27.814,
,off,07:35,07:39,31313,31320,3.5,-1.8230000000000004,28.518,26.695,27.483,
,on,07:39,07:51,31321,31345,12.0,1.3300000000000018,26.891,28.221,27.604,
,off,07:52,07:54,31346,31351,2.5,-0.9130000000000003,28.221,27.308,27.666,
,on,07:55,08:04,31352,31371,9.5,1.5100000000000016,27.505,29.015,28.513,
,off,08:05,08:14,31372,31390,9.0,-1.1649999999999991,28.99,27.825,28.286,
,on,08:14,08:17,31391,31397,3.0,0.6180000000000021,27.677,28.295,28.03,
,off,08:18,08:21,31398,31404,3.0,-1.355999999999998,28.345,26.989,27.531,
,on,08:21,08:27,31405,31416,5.5,0.8369999999999997,27.186,28.023,27.686,
,on,08:29,08:36,31421,31434,6.5,1.1149999999999984,27.776,28.891,28.467,
,off,08:36,08:49,31435,31461,13.0,-2.5380000000000003,28.916,26.378,27.759,
,on,08:50,08:56,31462,31475,6.5,0.7839999999999989,26.475,27.259,26.986,
,on,08:57,08:58,31477,31479,1.0,0.04899999999999949,27.382,27.431,27.407,
,off,08:59,09:01,31480,31484,2.0,-0.1479999999999997,27.456,27.308,27.358,
,off,09:03,09:18,31489,31518,14.5,-0.5400000000000027,27.382,26.842,27.02,
,on,09:18,09:28,31519,31538,9.5,0.49099999999999966,26.842,27.333,27.073,
,off,09:28,09:32,31539,31546,3.5,-1.4669999999999987,27.308,25.841,26.733,
,on,09:32,09:37,31547,31557,5.0,2.1560000000000024,25.793,27.949,27.214,
,off,09:38,09:41,31558,31565,3.5,-1.8880000000000017,27.949,26.061,27.006,
,on,09:42,09:49,31566,31581,7.5,1.8919999999999995,26.329,28.221,27.594,
,off,09:50,09:52,31582,31587,2.5,-0.32099999999999795,28.171,27.85,28.011,
,off,09:55,09:58,31592,31598,3.0,-1.1579999999999977,28.147,26.989,27.471,
,on,09:58,10:01,31599,31605,3.0,0.9369999999999976,27.21,28.147,27.731,
,off,10:02,10:05,31606,31613,3.5,-0.41999999999999815,28.147,27.727,27.844,
,on,10:06,10:10,31614,31622,4.0,0.0990000000000002,27.751,27.85,27.801,
,off,10:10,10:15,31623,31632,4.5,-1.9840000000000018,27.85,25.866,27.006,
,on,10:15,10:22,31633,31646,6.5,2.5829999999999984,26.134,28.717,27.78,
,off,10:22,10:28,31647,31658,5.5,-0.8910000000000018,28.667,27.776,28.19,
,on,10:28,10:34,31659,31670,5.5,0.3950000000000031,27.801,28.196,28.009,
,off,10:34,10:38,31671,31678,3.5,-0.5430000000000028,28.196,27.653,27.949,
,off,10:39,10:42,31681,31686,2.5,-0.6650000000000027,27.949,27.284,27.542,
,off,10:44,10:47,31691,31697,3.0,-0.44299999999999784,27.653,27.21,27.421,
,on,10:48,10:54,31698,31711,6.5,0.6900000000000013,27.259,27.949,27.697,
,off,10:55,10:58,31712,31718,3.0,-0.6160000000000032,27.949,27.333,27.625,
,on,10:58,11:02,31719,31726,3.5,0.8880000000000017,27.333,28.221,27.832,
,off,11:02,11:06,31727,31735,4.0,-2.2590000000000003,28.295,26.036,27.207,
,on,11:07,11:13,31736,31749,6.5,1.6189999999999998,26.182,27.801,27.253,
,off,11:14,11:33,31750,31789,19.5,-1.251999999999999,27.801,26.549,27.325,
,on,11:34,11:46,31790,31815,12.5,1.8230000000000004,26.72,28.543,27.902,
,off,11:47,11:56,31816,31835,9.5,-2.434000000000001,28.568,26.134,27.713,
,on,11:57,12:05,31836,31852,8.0,1.8200000000000003,26.475,28.295,27.751,
,off,12:05,12:07,31853,31857,2.0,-0.04899999999999949,28.27,28.221,28.236,
,on,12:08,12:10,31858,31863,2.5,0.07499999999999929,28.245,28.32,28.278,
,off,12:11,12:22,31864,31886,11.0,-1.477999999999998,28.345,26.867,27.749,
,on,12:22,12:25,31887,31892,2.5,0.44200000000000017,27.014,27.456,27.309,
,on,12:26,12:30,31895,31903,4.0,0.6159999999999997,27.358,27.974,27.686,
,off,12:31,12:34,31904,31911,3.5,-2.0599999999999987,28.023,25.963,27.062,
,on,12:35,12:39,31912,31921,4.5,0.879999999999999,26.085,26.965,26.696,
,off,12:40,12:53,31922,31948,13.0,-0.5140000000000029,26.94,26.426,26.649,
,on,12:53,13:05,31949,31973,12.0,0.7099999999999973,26.402,27.112,26.839,
,off,13:06,13:08,31974,31978,2.0,-0.4410000000000025,27.161,26.72,26.994,
,on,13:08,13:10,31979,31983,2.0,0.245000000000001,26.891,27.136,27.117,
,on,13:12,13:16,31986,31995,4.5,0.3690000000000033,27.112,27.481,27.282,
,off,13:17,13:25,31996,32013,8.5,-2.1010000000000026,27.481,25.38,26.802,
,on,13:26,13:44,32014,32051,18.5,2.7940000000000005,25.501,28.295,27.559,
,off,13:45,13:52,32052,32067,7.5,-1.2810000000000024,28.295,27.014,27.601,
,on,13:53,14:06,32068,32095,13.5,0.8620000000000019,27.087,27.949,27.578,
,off,14:07,14:14,32096,32110,7.0,-0.7630000000000017,27.949,27.186,27.496,
,on,14:14,14:25,32111,32133,11.0,1.1340000000000003,27.136,28.27,27.618,
,off,14:26,14:29,32134,32140,3.0,-2.0410000000000004,28.345,26.304,27.384,
,on,14:29,14:35,32141,32153,6.0,1.596,26.402,27.998,27.544,
,off,14:36,14:39,32154,32160,3.0,-0.1980000000000004,28.023,27.825,27.91,
,on,14:39,14:50,32161,32183,11.0,0.6179999999999986,27.85,28.468,28.198,
,off,14:51,14:55,32184,32192,4.0,-1.748000000000001,28.468,26.72,27.832,
,on,14:55,15:07,32193,32216,11.5,2.222999999999999,26.867,29.09,28.402,
,off,15:07,15:25,32217,32252,17.5,-3.004999999999999,29.09,26.085,28.182,
,on,15:25,15:30,32253,32262,4.5,2.404,25.866,28.27,27.404,
,off,15:30,15:49,32263,32300,18.5,-0.8389999999999986,28.27,27.431,27.713,
,on,15:49,15:52,32301,32307,3.0,0.02400000000000091,27.407,27.431,27.452,
,off,15:53,15:55,32308,32312,2.0,-0.7370000000000019,27.53,26.793,27.21,
,on,15:55,16:03,32313,32329,8.0,1.8520000000000003,27.014,28.866,28.282,
,off,16:04,16:24,32330,32371,20.5,-2.8049999999999997,28.866,26.061,27.874,
,on,16:25,16:30,32372,32382,5.0,0.9789999999999992,26.231,27.21,26.923,
,off,16:30,16:33,32383,32388,2.5,-0.04899999999999949,27.21,27.161,27.169,
,on,16:33,16:40,32389,32403,7.0,1.1340000000000003,27.136,28.27,27.713,
,on,16:42,16:44,32406,32410,2.0,0.07499999999999929,28.245,28.32,28.29,
,off,16:44,16:48,32411,32418,3.5,-1.8939999999999984,28.345,26.451,27.458,
,on,16:48,16:52,32419,32427,4.0,1.5760000000000005,26.744,28.32,27.799,
,on,16:53,17:00,32429,32443,7.0,0.4220000000000006,28.369,28.791,28.636,
,off,17:01,17:24,32444,32491,23.5,-2.120000000000001,28.791,26.671,27.552,
,on,17:25,17:28,32492,32498,3.0,0.4660000000000011,26.72,27.186,26.93,
,on,17:30,17:37,32503,32517,7.0,1.0090000000000003,26.989,27.998,27.555,
,off,17:38,17:42,32518,32526,4.0,-2.108999999999998,28.048,25.939,27.079,
,on,17:42,17:46,32527,32535,4.0,1.5670000000000002,26.061,27.628,27.067,
,off,17:47,18:05,32536,32573,18.5,-0.24599999999999866,27.628,27.382,27.488,
,on,18:06,18:10,32574,32582,4.0,0.07399999999999807,27.382,27.456,27.426,
,off,18:10,18:13,32583,32588,2.5,-0.9809999999999981,27.456,26.475,26.949,
,on,18:13,18:17,32589,32596,3.5,0.6870000000000012,26.671,27.358,27.155,
,off,18:17,18:21,32597,32604,3.5,-1.2010000000000005,27.481,26.28,26.914,
,on,18:21,18:28,32605,32619,7.0,1.2749999999999986,26.353,27.628,27.233,
,on,18:31,18:32,32624,32627,1.5,0.12300000000000111,27.628,27.751,27.653,
,off,18:33,18:37,32628,32636,4.0,-2.6409999999999982,27.875,25.234,26.454,
,on,18:37,18:43,32637,32649,6.0,2.6709999999999994,25.574,28.245,27.396,
,on,18:45,18:48,32653,32658,2.5,0.9429999999999978,28.097,29.04,28.622,
,off,18:48,19:06,32659,32695,18.0,-2.9029999999999987,28.866,25.963,27.69,
,on,19:07,19:19,32696,32720,12.0,2.3329999999999984,26.036,28.369,27.673,
,off,19:19,19:24,32721,32731,5.0,-2.405999999999999,28.345,25.939,27.37,
,on,19:25,19:28,32732,32739,3.5,1.6189999999999998,26.182,27.801,27.1,
,on,19:31,19:44,32744,32771,13.5,1.9329999999999998,27.481,29.414,28.832,
,off,19:45,19:50,32772,32783,5.5,-2.693999999999999,29.389,26.695,28.417,
,on,19:51,19:57,32784,32796,6.0,2.0749999999999993,26.965,29.04,28.297,
,off,19:57,20:01,32797,32805,4.0,-2.7860000000000014,29.09,26.304,27.753,
,on,20:02,20:08,32806,32819,6.5,2.6409999999999982,26.524,29.165,28.264,
,off,20:09,20:12,32820,32826,3.0,-1.8329999999999984,29.215,27.382,28.382,
,on,20:12,20:17,32827,32837,5.0,1.5869999999999997,27.653,29.24,28.573,
,off,20:18,20:20,32838,32842,2.0,-0.9450000000000003,29.29,28.345,28.658,
,off,20:22,20:27,32847,32857,5.0,-2.1199999999999974,28.766,26.646,27.871,
,on,20:28,20:30,32858,32863,2.5,0.4170000000000016,26.769,27.186,27.026,
